"A","Name on ballot","Candidate

Sequence","H1","   Type
      Nominat-
            ion","Electoral
district","H2","Sex","Candidate's full name","Voter number","SourceFile"
"259 ","National Depth Allia-
nce","13 ","","Alliance","Karbala","","Male","   Ahmed Khalkhal Ali Al-Muhammad Al-
                            Shammari","6074 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","14 ","","Alliance","Saladin","","Male","   Ali Hashim Razofari
       Samir Al-Douri","5676 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","39 ","","Party","The egg","","Male","   Ali Laithi, the blessing of the Di-
              wan of Al-Baydani","551 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","10 ","","Alliance","The egg","","Male","   Ammar Abdul Wahab Abdul Ha-
           kim Musa Al-Sawafni","422 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","11 ","","Alliance","Babylon","","Male","   Ammaratheer Mohammed Wahid Rajih
                         Al-Marzoufri","2192 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","3 ","","Alliance","Baghdad","","Male","   Aref Abdul Karim Ali Hasir N
                        Al Ain Ni","2893 ","ElectionCandidates_Original.csv"
"222 ","Patriotic Union of Kurdistan","13 ","","Party","Sulaymaniyah","","Male","   Atta Abdullah Saleh Hamamir
                        N","951 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","89 ","","Alliance","Baghdad","","Male","   Aws Raad Makki Mujbil Al-
                  Hayyanni","4280 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","11 ","","Party","Erbil","","Male","   Dana R. Abdul Ghaffar Aziz Mam
                            Fafr","68 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","24 ","","Alliance","Dhi Qar","","female
 ","   Fanarkhair, Hanoun Abdel Taher","5061 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","7 ","","Alliance","Kirkuk","","Male","   Ghassan Mohammed Ibrahim Mo-
             hammed Al-Hamdani","6272 ","ElectionCandidates_Original.csv"
"250 ","Alternative Allia-
nce","52 ","","Alliance","Baghdad","","Male","   Good morning, Mahmoud Ahmed
                 Al-Mashhadani","3579 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","27 ","","Alliance","The egg","","Male","   Hasirn Abdul Amir Zboon Moha-
               mmed Al-Hashemi","589 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","37 ","","Party","The egg","","Male","   Hasirn Nashed Saad Ma-
                   rah","549 ","ElectionCandidates_Original.csv"
"250 ","Alternative Allia-
nce","1 ","","Alliance","Dhi Qar","","Male","   I feel sorry for Mohsen Abdul Ghar-
                             ani","5363 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","6 ","","Alliance","Najaf","","Male","   Ibrahim Aliwi Hasir N
       Madhboub Al-Zarfani","1568 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","7 ","","Alliance","The two","","Male","   Issam Arif Hamza Khalifa Al-
                     Safrani","1373 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","21 ","","Party","The egg","","Male","   Jawad Kazem Abbas Hiyal Ei-
                        dani","534 ","ElectionCandidates_Original.csv"
"240 ","National masses","14 ","","Party","Nineveh","","Male","   Karam Aziz Khudair Ahmed Al-
                         Hayani","6832 ","ElectionCandidates_Original.csv"
"250 ","Alternative Allia-
nce","18 ","","Alliance","Najaf","","Male","   Karar Muhammad Reza Ali Ka-
                    zim Mard","1690 ","ElectionCandidates_Original.csv"
"211 ","National identity","45 ","","Party","Nineveh","","Male","   Mahmoud Ibrahim Ali Hasir N
                     Al-Hamasir Y","6612 ","ElectionCandidates_Original.csv"
"236 ","Al-Omran Party","12 ","","Party","Najaf","","Male","   Malik Murad Shanni Aja Al Ha-
                       mrani","1621 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","71 ","","Party","Baghdad","","Male","   Mohammed Abdul Rahman Jawad
         Mohammed Al-Mashhadani","3789 ","ElectionCandidates_Original.csv"
"252 ","Design Alliance","26 ","","Alliance","The egg","","Male","   Mohammed Hamid Mohsen Ha-
              fez Bathin Y Rakab","788 ","ElectionCandidates_Original.csv"
"240 ","National masses","36 ","","Party","Nineveh","","Male","   Mohammed Hammadi Yasser N Mahm-
                      oud Al-Jabouri","6854 ","ElectionCandidates_Original.csv"
"205 ","Anbar is our identity","5 ","","Alliance","Anbar","","Male","   Mohammed Muhand Jassim
    Mohammed Amir N Al-Anani","113 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","62 ","","Party","Baghdad","","Male","   Muhammad Abdul-Hasir N. Rahima Su-
                      bhan Al-Fartousi","3676 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","14 ","","Alliance","Dhi Qar","","Male","   Muhammad Khaled Hassounni
            Shalal Al-Baalawi","5051 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","25 ","","Alliance","Babylon","","Male","   Murtazan Abdul Ali Jassim Mo-
             hammed Al-Yasiri","2205 ","ElectionCandidates_Original.csv"
"230 ","Al-Arafari Al-Ithar
Party","29 ","","Party","Dhi Qar","","Male","   Mustafa Sarhan Halawasan Al-
                       Zamili","5179 ","ElectionCandidates_Original.csv"
"201 ","Yazidi Cause Alliance","29 ","","Alliance","Nineveh","","   female
 ","   Nadia Hajji Shamwasn
                    Y","6504 ","ElectionCandidates_Original.csv"
"222 ","Patriotic Union of Kurdistan","4 ","","Party","Sulaymaniyah","","   female
 ","   Nahla Mohammed Saeed Mo-
             hammed Bebanan","942 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","129 ","","Alliance","Baghdad","","Male","   Nihad Salama Abdul Majeed Saeed Al-
                              Bayanri","2880 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","84 ","","Alliance","Baghdad","","Male","   Nour Saad Mahmoud Hasirn Al-
                         Mulla","3412 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","9 ","","Alliance","Baghdad","","Male","   Omar Habib Abdul Razzaq Habib
                     Al-Anani","4201 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","14 ","","Party","Saladin","","Male","   Omar Khadn Abdulaziz Hasir N
                        Al-Douri","5748 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","8 ","","Alliance","Dhi Qar","","female
 ","   Please, please, please, please, pl-
         ease, please, please, please","5045 ","ElectionCandidates_Original.csv"
"245 ","Canon's secr-
ets","8 ","","Party","Dhi Qar","","Male","   Rahim Samir Abdul Kassar Al Kas-
                            sar","5346 ","ElectionCandidates_Original.csv"
"250 ","Alternative Allia-
nce","44 ","","Alliance","Baghdad","","   female
 ","   Rana Ahmed Nasser Haseer N
                     Sheikh","3571 ","ElectionCandidates_Original.csv"
"252 ","Design Alliance","35 ","","Alliance","The egg","","female
 ","   Rana Asghar Mohammad Tafar Moham-
                    mad Nawab Mirza","797 ","ElectionCandidates_Original.csv"
"207 ","         Reconstruction and Development Coali-
                                    tion","16 ","","Alliance","Nineveh","","   female
 ","   Ruqayyah Fadhel Issa Mahmoud Al-
                         Hamdani","6523 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","16 ","","Party","Erbil","","   female
 ","   Sakargazi Mohammad Ali Hamd-
                       amiren","73 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","9 ","","Alliance","Al-Qadisiyah","","Male","   Saleh Mohsen Alwan Hasir N
                     Al-Hasthan Y","1294 ","ElectionCandidates_Original.csv"
"207 ","         Reconstruction and Development Coali-
                                    tion","8 ","","Alliance","Nineveh","","   female
 ","   Samia Najm Abdul Farhan Al-
                      Qarani","6515 ","ElectionCandidates_Original.csv"
"264 ","National Pioneers
Movement","49 ","","Party","Baghdad","","   female
 ","   Sara Abdelhassir N       Obaid Mo-
              hammed Al-Tamimi","4151 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","9 ","","Alliance","Diyala","","Male","   Thunder Sirr Han Faza Saeed Al-
                       Karjan Y","4723 ","ElectionCandidates_Original.csv"
"264 ","National Pioneers
Movement","40 ","","Party","Baghdad","","Male","   Wissam Nasser Abdul Haseer n Jaafr-
                              asdi","4144 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","70 ","","Alliance","Baghdad","","Male","   Yasir Abbas Ali Khadna-
                    ltani","3398 ","ElectionCandidates_Original.csv"
"240 ","National masses","22 ","","Party","Nineveh","","   female
 ","   Zahraa Abdul Zainal Has-
             eer N Al-Tani","6840 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","136 ","","Party","Baghdad","","   female
 ","   Zainab Juma Hasir Salman Al-
                     Sudani","2403 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","22 ","","Party","Dhi Qar","","Male","  Abbas Ali Hadi Kh-
             adhan","5097 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","14 ","","Alliance","Babylon","","Male","  Abdul Karim Kamil Hamid Issa
                  Al-Alwani","2249 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","11 ","","Alliance","The egg","","Male","  Abdulkadhim Karim Jalil Habib
                    Al-Kanani","423 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","9 ","","Alliance","Dhi Qar","","Male","  Adel Hashem Manjan Y Abdul Sayed
                        Al-Aboudi","5046 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","16 ","","Alliance","Saladin","","   female
 ","  Ahlam Haider Baqir Ali Al-Husaythan
                                 Y","5571 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","1 ","","Alliance","Wasit","","Male","  Ali Gharkan Amer Hasir N
                  Dolphin Y","7633 ","ElectionCandidates_Original.csv"
"204 ","Iraqi Alliance, Kirkuk","9 ","","Alliance","Kirkuk","","Male","  Ali Qasim Muhammad Hasir N
                        Al-Bayanri","6093 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","78 ","","Alliance","Baghdad","","Male","  Ali Taha Mustafa Muham-
             mad Ghariri","4269 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","26 ","","Alliance","Baghdad","","   female
 ","  Amal Jaafar Ali Haseer N Al-
                      Alak","4005 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","20 ","","Party","Nineveh","","Male","  Ammar Thamer Aziz Moh-
        ammed Al-Mashhad","7023 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","65 ","","Alliance","Baghdad","","   female
 ","  Amna Shamil Haider Hasir N       Al-
                   Muhammadawi","3393 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","18 ","","Party","Dohuk","","Male","  Aqeed Muhammad Salim Suleiman AliNiroh-
                                   ani","4605 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","12 ","","Alliance","Dhi Qar","","female
 ","  Aseel Murad Rasn Y Moh-
        ammed Al-Zubaidi","5049 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","73 ","","Alliance","Baghdad","","   female
 ","  Ayat Saad Faris Rashid Al-Karjan
                            Y","3265 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","7 ","","Party","Erbil","","   female
 ","  Chaiman Babakar Muhammad
                     Zubair","64 ","ElectionCandidates_Original.csv"
"216 ","Kurdistan Democratic Party","2 ","","Party","Sulaymaniyah","","Male","  Dana Mohammed Has-
            eer N Aoul","936 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","21 ","","Party","Saladin","","   female
 ","  Date ofbirth of Marai Hassan Moh-
                ammed Al-Bayanri","5755 ","ElectionCandidates_Original.csv"
"211 ","National identity","63 ","","Party","Nineveh","","Male","  Ezzat Abdul Hamid Saleh
             Al-Katn Y","6629 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","20 ","","Party","Baghdad","","female
 ","  Faten Abdul Wahid Abbas Jas-
              sim Al-Halfan Y","2289 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","36 ","","Party","Dhi Qar","","   female
 ","  Fatima Ali Abdulhasir N       Mu-
           hammad Al-Shar Hani","5111 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","60 ","","Alliance","Baghdad","","Male","  Generous Hanoun Dipped Corgi Cr-
                            eam","3388 ","ElectionCandidates_Original.csv"
"250 ","Alternative Allia-
nce","2 ","","Alliance","Dhi Qar","","Male","  Ghazwan Ali Muhammad, the singer of
                           Al-Ghazi","5364 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","106 ","","Alliance","Baghdad","","   female
 ","  Hadeel Adnan Anwar Fa-
             lih Al-Anani","2857 ","ElectionCandidates_Original.csv"
"250 ","Alternative Allia-
nce","32 ","","Alliance","Baghdad","","   female
 ","  Hadeel Ahmed Jabbar Noman Al-
                        Bayanri","3559 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","106 ","","Alliance","Baghdad","","Male","  Haider Ali Duair Khalaf Hasir N        Al-
                             Baydani","2549 ","ElectionCandidates_Original.csv"
"250 ","Alternative Allia-
nce","15 ","","Alliance","Karbala","","   female
 ","  Hamida Kazim Alawi
      Khadn Al-Zarfni","6024 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","29 ","","Alliance","Baghdad","","   female
 ","  Hanan Ibrahim Attia Hasir N
                     Al-Khazaali","4008 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","112 ","","Alliance","Baghdad","","Male","  Hasir N       Muhammad Ali Manaf Abdul
                Hasir N       Al-Tahhan","2555 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","3 ","","Party","Najaf","","Male","  Hasirn Mahdi Abdul Daham Al-
                      Ghazi","1699 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","5 ","","Alliance","Al-Qadisiyah","","Male","  Hasirn Tahir Muslim Ali Mu-
                       slim","1290 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","5 ","","Party","Dohuk","","Male","  Ibrahim Akkad, a friend of Saad Allah's
                           friend","4592 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","6 ","","Party","Dohuk","","Male","  Ibrahim Ali Krou Yasser N Ha-
                      janni","4593 ","ElectionCandidates_Original.csv"
"289 ","State Support Bloc","4 ","","Party","Dhi Qar","","   female
 ","  Ibtihal Turki Abdul Hasir N
                          Mus","5523 ","ElectionCandidates_Original.csv"
